lg_nw,w_nw,h_nw,t_ox,N_sd,eps_ox,index
16,3,2,1,1.0e+20,22,642
20,4,4,0.5,1.0e+20,7.5,643
12,2,2,0.5,1.0e+20,22,644
20,3,3,1,2.0e+20,3.9,645
18,2,2,1.5,1.0e+20,3.9,646
20,3,2,1,5.0e+19,7.5,647
16,4,3,1.5,1.0e+20,22,648
14,3,2,1,5.0e+19,22,649
12,4,3,1.5,1.0e+20,3.9,650
16,3,3,1,5.0e+19,7.5,651
18,2,2,1,2.0e+20,22,652
10,3,2,1.5,1.0e+20,3.9,653
18,4,2,1,1.0e+20,3.9,654
16,4,4,1,2.0e+20,3.9,655
18,3,2,1,5.0e+19,7.5,656
16,4,2,1,1.0e+20,22,657
14,4,2,1,2.0e+20,22,658
20,4,3,1.5,1.0e+20,7.5,659
10,3,2,1,2.0e+20,7.5,660
12,4,4,1.5,2.0e+20,7.5,661
12,4,3,1,5.0e+19,3.9,662
16,3,2,0.5,5.0e+19,7.5,663
18,4,2,1.5,5.0e+19,3.9,664
10,4,2,1,1.0e+20,7.5,665
10,4,4,1.5,1.0e+20,7.5,666
12,4,4,1.5,1.0e+20,22,667
10,3,3,1.5,5.0e+19,3.9,668
20,3,3,1.5,2.0e+20,7.5,669
12,3,3,1,2.0e+20,22,670
16,4,3,1.5,5.0e+19,7.5,671
14,2,2,1,5.0e+19,7.5,672
12,2,2,0.5,2.0e+20,3.9,673
18,3,3,0.5,5.0e+19,3.9,674
14,3,3,1,1.0e+20,7.5,675
12,3,3,0.5,1.0e+20,7.5,676
14,4,4,1,5.0e+19,22,677
10,4,2,0.5,1.0e+20,7.5,678
20,4,2,0.5,2.0e+20,7.5,679
10,4,2,0.5,5.0e+19,3.9,680
14,2,2,0.5,1.0e+20,7.5,681
18,2,2,0.5,2.0e+20,3.9,682
12,3,3,0.5,5.0e+19,3.9,683
14,4,2,1,2.0e+20,3.9,684
16,2,2,0.5,1.0e+20,22,685
14,3,2,1.5,5.0e+19,7.5,686
10,4,4,0.5,2.0e+20,7.5,687
20,4,4,0.5,5.0e+19,3.9,688
20,3,3,1,1.0e+20,22,689
10,2,2,1,5.0e+19,22,690
18,4,4,1.5,2.0e+20,7.5,691
20,3,3,0.5,1.0e+20,3.9,692
12,4,2,1.5,5.0e+19,3.9,693
12,3,3,1.5,1.0e+20,22,694
14,4,3,0.5,5.0e+19,7.5,695
20,2,2,1.5,5.0e+19,7.5,696
10,2,2,1.5,2.0e+20,3.9,697
12,4,3,1,5.0e+19,22,698
16,4,2,1,2.0e+20,22,699
12,4,4,1.5,1.0e+20,3.9,700
14,4,2,1.5,2.0e+20,7.5,701
18,3,3,1,5.0e+19,22,702
18,2,2,1.5,1.0e+20,22,703
12,3,2,1,5.0e+19,7.5,704
16,2,2,1.5,5.0e+19,7.5,705
12,4,3,0.5,2.0e+20,3.9,706
14,3,3,0.5,2.0e+20,7.5,707
14,4,4,1,5.0e+19,3.9,708
10,3,3,0.5,1.0e+20,3.9,709
16,4,4,0.5,5.0e+19,3.9,710
12,3,2,1.5,2.0e+20,3.9,711
12,4,2,0.5,1.0e+20,3.9,712
16,2,2,0.5,1.0e+20,3.9,713
20,4,3,1.5,5.0e+19,7.5,714
14,2,2,0.5,5.0e+19,7.5,715
10,4,3,1.5,2.0e+20,3.9,716
18,4,3,1,2.0e+20,22,717
20,4,4,1.5,1.0e+20,7.5,718
14,3,3,1,2.0e+20,7.5,719
16,4,2,0.5,2.0e+20,7.5,720
16,3,2,1,5.0e+19,22,721
18,3,2,1.5,2.0e+20,3.9,722
10,3,2,0.5,2.0e+20,3.9,723
20,3,2,0.5,5.0e+19,7.5,724
20,4,2,0.5,1.0e+20,7.5,725
14,4,4,1.5,5.0e+19,3.9,726
14,4,2,0.5,1.0e+20,22,727
16,3,3,1.5,2.0e+20,7.5,728
18,4,3,0.5,2.0e+20,3.9,729
18,3,2,1,1.0e+20,3.9,730
10,4,4,1,1.0e+20,22,731
12,3,3,1,1.0e+20,22,732
12,2,2,1,5.0e+19,22,733
14,4,3,1,1.0e+20,7.5,734
10,4,3,1,5.0e+19,22,735
14,2,2,1,1.0e+20,22,736
16,4,2,1,5.0e+19,3.9,737
14,4,4,1,1.0e+20,7.5,738
20,4,3,1,5.0e+19,3.9,739
10,4,3,1.5,1.0e+20,7.5,740
10,3,2,1,1.0e+20,7.5,741
10,3,2,0.5,1.0e+20,22,742
14,2,2,1,1.0e+20,7.5,743
12,3,2,1.5,1.0e+20,7.5,744
10,3,3,1,2.0e+20,22,745
16,2,2,1,2.0e+20,7.5,746
16,4,4,1,5.0e+19,22,747
10,4,3,1,2.0e+20,3.9,748
20,3,2,1.5,1.0e+20,3.9,749
20,4,2,0.5,1.0e+20,22,750
18,4,3,0.5,1.0e+20,22,751
18,4,3,1,5.0e+19,3.9,752
12,3,2,1.5,5.0e+19,7.5,753
16,4,4,0.5,2.0e+20,7.5,754
14,3,3,0.5,5.0e+19,3.9,755
14,4,4,1,2.0e+20,7.5,756
14,4,3,1,2.0e+20,22,757
16,2,2,1.5,2.0e+20,3.9,758
12,3,2,1,2.0e+20,3.9,759
12,4,3,0.5,5.0e+19,7.5,760
16,2,2,1,2.0e+20,22,761
14,4,2,1.5,5.0e+19,3.9,762
18,4,3,0.5,5.0e+19,7.5,763
16,3,3,1.5,5.0e+19,3.9,764
10,3,2,1,1.0e+20,22,765
14,4,4,1.5,1.0e+20,3.9,766
14,4,4,1.5,2.0e+20,7.5,767
10,3,2,0.5,5.0e+19,7.5,768
20,3,2,0.5,2.0e+20,3.9,769
18,3,2,0.5,1.0e+20,3.9,770
16,4,2,1,1.0e+20,3.9,771
12,4,2,0.5,1.0e+20,22,772
14,4,2,0.5,1.0e+20,3.9,773
10,2,2,0.5,1.0e+20,3.9,774
16,3,3,0.5,1.0e+20,3.9,775
18,3,2,1.5,5.0e+19,7.5,776
12,4,4,1,2.0e+20,22,777
16,4,2,0.5,5.0e+19,3.9,778
14,3,3,1,5.0e+19,3.9,779
12,3,3,1,1.0e+20,3.9,780
14,2,2,0.5,2.0e+20,3.9,781
20,4,3,1.5,2.0e+20,3.9,782
10,4,3,1.5,5.0e+19,7.5,783
14,3,3,1,5.0e+19,22,784
16,3,2,0.5,1.0e+20,22,785
20,4,3,1,2.0e+20,7.5,786
16,4,2,1,2.0e+20,7.5,787
20,4,2,1,1.0e+20,7.5,788
12,4,2,1,5.0e+19,22,789
18,4,3,1,2.0e+20,7.5,790
18,4,2,1.5,1.0e+20,7.5,791
10,4,3,1,5.0e+19,7.5,792
18,4,4,0.5,1.0e+20,7.5,793
14,3,2,1.5,1.0e+20,7.5,794
12,3,2,1,2.0e+20,22,795
16,4,3,1.5,1.0e+20,7.5,796
16,2,2,1,5.0e+19,3.9,797
10,4,4,1,2.0e+20,22,798
18,4,2,1,2.0e+20,22,799
16,3,3,1,2.0e+20,3.9,800
10,4,3,1.5,1.0e+20,22,801
16,3,3,1,5.0e+19,22,802
20,3,2,1,2.0e+20,3.9,803
20,4,4,1.5,1.0e+20,22,804
20,3,3,1.5,1.0e+20,22,805
10,3,2,1,5.0e+19,3.9,806
14,4,3,1,1.0e+20,22,807
16,4,3,1,2.0e+20,22,808
12,4,3,1,1.0e+20,3.9,809
14,2,2,1,2.0e+20,22,810
18,3,2,1,2.0e+20,3.9,811
18,3,3,1.5,1.0e+20,3.9,812
18,3,2,1,5.0e+19,22,813
18,3,2,1.5,1.0e+20,22,814
12,2,2,1,1.0e+20,3.9,815
16,3,2,1.5,1.0e+20,3.9,816
16,3,2,1,1.0e+20,3.9,817
14,4,3,1.5,1.0e+20,3.9,818
12,4,4,1,1.0e+20,3.9,819
16,4,4,1,5.0e+19,7.5,820
10,3,2,1,2.0e+20,22,821
20,4,2,0.5,5.0e+19,3.9,822
10,4,2,0.5,2.0e+20,7.5,823
18,4,2,1,1.0e+20,22,824
18,3,3,0.5,2.0e+20,7.5,825
14,2,2,1,2.0e+20,3.9,826
16,4,3,1.5,2.0e+20,3.9,827
12,2,2,0.5,5.0e+19,7.5,828
10,3,3,1.5,2.0e+20,7.5,829
20,3,3,1.5,5.0e+19,3.9,830
20,3,2,1,1.0e+20,7.5,831
18,4,2,1.5,2.0e+20,7.5,832
14,4,4,1.5,1.0e+20,22,833
16,3,2,0.5,2.0e+20,3.9,834
12,4,4,1.5,5.0e+19,3.9,835
12,4,3,1,2.0e+20,7.5,836
20,2,2,0.5,1.0e+20,3.9,837
20,2,2,1.5,2.0e+20,3.9,838
14,4,3,0.5,2.0e+20,3.9,839
10,2,2,1.5,5.0e+19,7.5,840
14,3,3,1.5,1.0e+20,22,841
16,4,4,1.5,1.0e+20,7.5,842
18,4,4,1,5.0e+19,22,843
12,4,2,1.5,2.0e+20,7.5,844
10,4,2,1,5.0e+19,22,845
18,4,3,0.5,1.0e+20,7.5,846
18,4,4,1.5,5.0e+19,3.9,847
10,4,4,0.5,5.0e+19,3.9,848
16,4,2,0.5,1.0e+20,7.5,849
20,4,4,0.5,2.0e+20,7.5,850
12,2,2,0.5,1.0e+20,7.5,851
14,3,2,1.5,2.0e+20,3.9,852
14,3,3,0.5,1.0e+20,7.5,853
10,2,2,0.5,1.0e+20,22,854
14,4,2,1,5.0e+19,7.5,855
12,3,3,0.5,2.0e+20,7.5,856
18,2,2,0.5,5.0e+19,7.5,857
12,2,2,1,2.0e+20,7.5,858
12,4,2,0.5,5.0e+19,3.9,859
18,4,4,0.5,2.0e+20,7.5,860
20,4,4,1,1.0e+20,7.5,861
20,2,2,0.5,5.0e+19,7.5,862
14,4,3,1.5,5.0e+19,7.5,863
10,2,2,0.5,2.0e+20,3.9,864
18,3,2,1,1.0e+20,22,865
20,2,2,1,1.0e+20,7.5,866
18,4,3,1,5.0e+19,22,867
12,2,2,1,1.0e+20,22,868
14,4,3,1,2.0e+20,3.9,869
18,2,2,1.5,2.0e+20,3.9,870
20,4,3,1,1.0e+20,7.5,871
12,3,3,1.5,5.0e+19,3.9,872
14,4,3,1.5,1.0e+20,22,873
16,3,2,1,2.0e+20,22,874
10,4,4,1.5,2.0e+20,7.5,875
20,4,4,1.5,5.0e+19,3.9,876
14,3,2,0.5,5.0e+19,7.5,877
16,4,3,0.5,5.0e+19,7.5,878
12,2,2,1.5,2.0e+20,3.9,879
18,3,3,1.5,5.0e+19,3.9,880
14,3,2,0.5,1.0e+20,7.5,881
20,4,2,1.5,2.0e+20,7.5,882
10,4,2,1.5,5.0e+19,3.9,883
18,4,4,1.5,1.0e+20,7.5,884
16,4,3,0.5,1.0e+20,7.5,885
20,2,2,0.5,1.0e+20,22,886
18,4,2,0.5,1.0e+20,7.5,887
16,3,2,1.5,5.0e+19,7.5,888
18,4,2,0.5,5.0e+19,3.9,889
12,4,4,0.5,2.0e+20,7.5,890
16,4,2,1,5.0e+19,22,891
12,4,2,1,5.0e+19,3.9,892
10,3,3,0.5,5.0e+19,3.9,893
20,3,3,0.5,2.0e+20,7.5,894
18,3,3,1,2.0e+20,22,895
18,3,3,1,5.0e+19,7.5,896
10,4,4,1.5,1.0e+20,22,897
10,3,3,1,2.0e+20,7.5,898
18,4,2,1.5,1.0e+20,22,899
10,3,3,1,5.0e+19,22,900
16,4,4,1,2.0e+20,22,901
20,4,4,1,2.0e+20,3.9,902
20,4,3,1.5,1.0e+20,22,903
16,4,4,1,1.0e+20,3.9,904
20,3,3,1,5.0e+19,7.5,905
14,3,3,1,1.0e+20,22,906
16,4,4,1,1.0e+20,22,907
10,2,2,1.5,1.0e+20,3.9,908
16,2,2,1,1.0e+20,3.9,909
14,2,2,0.5,1.0e+20,22,910
14,4,2,1.5,1.0e+20,3.9,911
16,3,2,1,5.0e+19,7.5,912
12,3,2,1,1.0e+20,3.9,913
16,3,3,1.5,1.0e+20,3.9,914
18,3,2,1.5,1.0e+20,3.9,915
16,4,3,1,1.0e+20,3.9,916
10,4,4,1,5.0e+19,3.9,917
12,2,2,1,2.0e+20,22,918
14,4,4,0.5,1.0e+20,3.9,919
10,3,3,1.5,1.0e+20,22,920
10,4,3,1,2.0e+20,22,921
18,4,4,1,2.0e+20,3.9,922
14,4,2,1,5.0e+19,22,923
10,4,2,1,2.0e+20,3.9,924
20,2,2,1.5,1.0e+20,3.9,925
20,3,3,1,1.0e+20,7.5,926
18,4,2,1,5.0e+19,3.9,927
20,2,2,1,2.0e+20,7.5,928
16,4,3,1,5.0e+19,3.9,929
12,2,2,1.5,1.0e+20,7.5,930
18,2,2,1,5.0e+19,22,931
16,4,2,1.5,1.0e+20,7.5,932
14,3,2,1,2.0e+20,22,933
20,4,2,1,5.0e+19,3.9,934
14,3,3,1.5,1.0e+20,7.5,935
16,4,4,0.5,1.0e+20,7.5,936
10,2,2,1,5.0e+19,7.5,937
18,4,3,1.5,1.0e+20,7.5,938
18,2,2,1,2.0e+20,7.5,939
16,4,2,0.5,1.0e+20,22,940
12,4,4,1,2.0e+20,3.9,941
14,4,4,0.5,5.0e+19,3.9,942
10,3,2,1.5,2.0e+20,3.9,943
20,2,2,1,1.0e+20,22,944
20,3,2,1.5,5.0e+19,7.5,945
10,2,2,1,2.0e+20,22,946
12,4,3,1,2.0e+20,22,947
16,3,3,0.5,2.0e+20,7.5,948
18,4,3,1.5,2.0e+20,3.9,949
14,2,2,1.5,5.0e+19,7.5,950
20,4,3,0.5,5.0e+19,7.5,951
10,4,3,0.5,2.0e+20,3.9,952
12,3,2,0.5,1.0e+20,22,953
14,3,2,1,2.0e+20,7.5,954
16,4,2,1.5,2.0e+20,7.5,955
18,3,2,0.5,2.0e+20,3.9,956
14,3,3,1.5,2.0e+20,7.5,957
12,3,3,1,5.0e+19,22,958
10,4,2,1,1.0e+20,22,959
16,3,2,0.5,1.0e+20,3.9,960
14,4,3,0.5,1.0e+20,3.9,961
12,3,2,0.5,2.0e+20,3.9,962
16,3,3,1,1.0e+20,3.9,963
14,4,4,1,2.0e+20,22,964
16,4,4,1.5,5.0e+19,3.9,965
12,4,2,1,1.0e+20,3.9,966
14,4,2,0.5,2.0e+20,7.5,967
18,3,3,0.5,1.0e+20,3.9,968
12,3,3,1,5.0e+19,7.5,969
16,2,2,0.5,5.0e+19,7.5,970
12,4,3,1.5,2.0e+20,3.9,971
