lg_nw,w_nw,h_nw,t_ox,N_sd,eps_ox,index
10,3,2,1.5,2.0e+20,3.9,943
20,2,2,1,1.0e+20,22,944
20,3,2,1.5,5.0e+19,7.5,945
10,2,2,1,2.0e+20,22,946
12,4,3,1,2.0e+20,22,947
16,3,3,0.5,2.0e+20,7.5,948
18,4,3,1.5,2.0e+20,3.9,949
14,2,2,1.5,5.0e+19,7.5,950
20,4,3,0.5,5.0e+19,7.5,951
10,4,3,0.5,2.0e+20,3.9,952
12,3,2,0.5,1.0e+20,22,953
14,3,2,1,2.0e+20,7.5,954
16,4,2,1.5,2.0e+20,7.5,955
18,3,2,0.5,2.0e+20,3.9,956
14,3,3,1.5,2.0e+20,7.5,957
12,3,3,1,5.0e+19,22,958
10,4,2,1,1.0e+20,22,959
16,3,2,0.5,1.0e+20,3.9,960
14,4,3,0.5,1.0e+20,3.9,961
12,3,2,0.5,2.0e+20,3.9,962
16,3,3,1,1.0e+20,3.9,963
14,4,4,1,2.0e+20,22,964
16,4,4,1.5,5.0e+19,3.9,965
12,4,2,1,1.0e+20,3.9,966
14,4,2,0.5,2.0e+20,7.5,967
18,3,3,0.5,1.0e+20,3.9,968
12,3,3,1,5.0e+19,7.5,969
16,2,2,0.5,5.0e+19,7.5,970
12,4,3,1.5,2.0e+20,3.9,971
